Ticker,Company,Type,Price,Market Cap,urls,Description,Phase 3 Ready,Phase 2b Ready,alzheimer
EVFM,Evofem Biosciences Inc,Common Stock,0.8802,$125.82M,https://finance.yahoo.com/quote/EVFM/profile?p=EVFM,"Evofem Biosciences, Inc., a biopharmaceutical company, develops and commercializes various products to address unmet needs in women's sexual and reproductive health. Its commercial product is Phexxi, a vaginal gel for the prevention of pregnancy. The company is also involved in the development of EVO100, an antimicrobial vaginal gel for the prevention of urogenital transmission of Chlamydia trachomatis infection and Neisseria gonorrhoeae infection in women. It has a collaboration agreement with National Community Oncology Dispensing Association, Inc. to educate oncology community about Phexxi. Evofem Biosciences, Inc. is headquartered in San Diego, California.",0,0,0
AXLA,Axcella Health Inc,Common Stock,3.63,$125.99M,https://finance.yahoo.com/quote/AXLA/profile?p=AXLA,"Axcella Health Inc. operates as a clinical stage biotechnology company in the United States. It treats complex diseases and enhances health using endogenous metabolic modulator compositions. The company's lead product candidates include AXA1665 for the treatment of overt hepatic encephalopathy; and AXA1125 for treating non-alcoholic steatohepatitis. It also develops AXA4010, a hematology product candidate; and AXA2678, a muscle product candidate. The company was formerly known as Newco LS16, Inc. and changed its name to Axcella Health Inc. in June 2016. Axcella Health Inc. was incorporated in 2008 and is based in Cambridge, Massachusetts.",0,0,0
TGODF,The Green Organic Dutchman Holdings Ltd,Common Stock,0.254,$129.29M,https://finance.yahoo.com/quote/TGODF/profile?p=TGODF,"The Green Organic Dutchman Holdings Ltd., through its subsidiaries, produces and sells organic cannabis in Canada. It offers organic cannabis products, such as cannabis plants, cannabis plant seeds, dried cannabis, fresh cannabis, cannabis oils, cannabis topicals, cannabis extracts, and edible cannabis to retailers or distributors, and federal licensed entities. The Green Organic Dutchman Holdings Ltd. was incorporated in 2016 and is headquartered in Mississauga, Canada.",0,0,0
CBIO,Catalyst Biosciences Inc,Common Stock,4.32,$129.79M,https://finance.yahoo.com/quote/CBIO/profile?p=CBIO,"Catalyst Biosciences, Inc., a clinical-stage biopharmaceutical company, focuses on developing protease product candidates in the fields of hemostasis and complement regulation. The company engineer proteases to develop improved or novel molecules to treat diseases that result from dysregulation of the complement and coagulation cascades. Its protease engineering platform has generated two late-stage clinical programs, including marzeptacog alfa (MarzAA), a subcutaneously administered engineered coagulation; and Factor VIIa (FVIIa) for the treatment of episodic bleeding in subjects with rare bleeding disorders. The company's pipeline also includes a preclinical program partnered with Biogen International GmbH for dry age-related macular degeneration (AMD); factor I protease for SQ prophylaxis in patients with complement factor I deficiency and C4b-degraders designed to target disorders of the classical complement pathway, as well as other complement programs. The company also develops CB 4332 intended for lifelong prophylactic SQ administration in individuals with CFI deficiency; and CB 2782-PEG, a C3 degrader product candidate in preclinical development for the treatment of dry AMD. It has a strategic research collaboration with Mosaic Biosciences, Inc. to develop intravitreal anti-complement factor 3 products for the treatment of dry AMD and other retinal diseases; and license and collaboration agreement with Biogen International GmbH for the development and commercialization of pegylated CB 2782 (anti-C3 protease) to treat geographic atrophy associated dry AMD. Catalyst Biosciences, Inc. was founded in 2002 and is headquartered in South San Francisco, California.",0,0,0
IPIX,Innovation Pharmaceuticals Inc,Common Stock,0.315,$130.14M,https://finance.yahoo.com/quote/IPIX/profile?p=IPIX,"Innovation Pharmaceuticals Inc., a clinical stage biopharmaceutical company, develops small molecule therapies to treat inflammatory diseases, cancer, dermatology, and anti- infective. It develops Brilacidin, a lead drug compound for the treatment of oral mucositis, inflammatory bowel disease, acute bacterial skin and skin structure infection, and COVID-19. The company also develops Kevetrin, a lead anti-cancer compound for treating ovarian cancer. It has license agreement with Alfasigma S.p.A.; and collaborative research agreement with Fox Chase Chemical Diversity Center, Inc. The company was formerly known as Cellceutix Corporation and changed its name to Innovation Pharmaceuticals Inc. in June 2017. Innovation Pharmaceuticals Inc. was incorporated in 2005 and is headquartered in Wakefield, Massachusetts.",0,0,0
RVVTF,Revive Therapeutics Ltd,Common Stock,0.4121,$130.64M,https://finance.yahoo.com/quote/RVVTF/profile?p=RVVTF,"Revive Therapeutics Ltd., a life sciences company, focuses on the research and development of therapeutics for rare disorders and infectious diseases. The company offers novel cannabinoid-centric treatments for liver diseases, inflammatory diseases, and skin disorders. It is developing Bucillamine, which is in Phase 3 clinical study for the treatment of infectious diseases, including influenza and coronavirus disease; Psilocybin that is in Phase 1 clinical study for treating methamphetamine use disorder; Psilocybin oral formulations for the treatment of depression, anxiety, etc.; and cannabidiol for treating autoimmune hepatitis and ischemia and reperfusion injury from organ transplantation. Revive Therapeutics Ltd. has a research collaboration agreement with PharmaTher Inc. for the development of psilocybin in the treatment of cancer and the discovery of other uses of undisclosed psychedelic compounds; North Carolina State University for the development of a biosynthetic version of psilocybin based on a natural biosynthesis enzymatic platform; research agreement with the University of California, San Francisco to explore the use of Bucillamine as a treatment for severe COVID-19; and collaboration with University of Health Sciences Antigua to pioneer clinical research of psychedelics. The company was incorporated in 2012 and is headquartered in Toronto, Canada.",1,0,0
ODT,Odonate Therapeutics Inc,Common Stock,3.43,$130.92M,https://finance.yahoo.com/quote/ODT/profile?p=ODT,"Odonate Therapeutics, Inc., a pharmaceutical company, develops therapeutics for the treatment of cancer. It is developing tesetaxel, an orally administered chemotherapy agent, which is in Phase III clinical study for patients with metastatic breast cancer. The company was founded in 2013 and is based in New York, New York.",1,1,0
CYCN,Cyclerion Therapeutics Inc,Common Stock,3.36,$130.96M,https://finance.yahoo.com/quote/CYCN/profile?p=CYCN,"Cyclerion Therapeutics, Inc., a clinical-stage biopharmaceutical company, engages in the discovering, development, and commercialization of medicines for serious central nervous system (CNS) diseases. Its product candidates include CY6463, a CNS-penetrant, soluble guanylate cyclase (sGC) stimulator that is in Phase II trials for the treatment of mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes (MELAS) and Alzheimer's disease with vascular pathology (ADv); Olinciguat, an orally administered vascular soluble guanylate cyclase stimulator that is in Phase II studies for the treatment of sickle cell disease (SCD); Praliciguat, an orally administered systemic sGC stimulator that is in Phase II trials for the treatment of diabetic nephropathy and heart failure with preserved ejection fraction. The company was incorporated in 2018 and is headquartered in Cambridge, Massachusetts.",0,1,1
ETON,Eton Pharmaceuticals Inc,Common Stock,5.53,$132.10M,https://finance.yahoo.com/quote/ETON/profile?p=ETON,"Eton Pharmaceuticals, Inc., a specialty pharmaceutical company, focuses on developing and commercializing pharmaceutical products for rare diseases. The company offers Biorphen, a phenylephrine injection for the treatment of clinically important hypotension resulting primarily from vasodilation in the setting of anesthesia; Alkindi Sprinkle, a replacement therapy for adrenocortical insufficiency in children under 17 years of age; and Alaway Preservative Free, a preservative-free ophthalmic product to treat allergic conjunctivitis. It also develops ET-105, a lamotrigine for oral suspension; DS-300, a cysteine injection; DS-100, a dehydrated alcohol injection; ET-104, a zonisamide oral suspension; ET-101, a topiramate oral suspension; and ET-203, an ephedrine ready-to-use injection. Eton Pharmaceuticals, Inc. was incorporated in 2017 and is based in Deer Park, Illinois.",0,0,0
ITRM,Iterum Therapeutics plc,Common Stock,0.7438,$132.74M,https://finance.yahoo.com/quote/ITRM/profile?p=ITRM,"Iterum Therapeutics plc, a clinical-stage pharmaceutical company, engages in developing anti-infectives for multi-drug resistant pathogens in Ireland and the United States. It is developing sulopenem, a novel anti-infective compound with oral and IV formulations that is in Phase III clinical trials for the treatment of uncomplicated urinary tract infections, complicated urinary tract infections, and complicated intra-abdominal infections. The company was founded in 2015 and is headquartered in Dublin, Ireland.",1,1,0
